gene	foldChange	pValue	passFilter
MED4	0.762497	1.14382	
RIC8A	-0.406847	0.228038	
LZTFL1	0.317316	0.119891	
C12orf4	-0.583838	0.440659	
CYLD	0.37359	0.153752	
HINT3	-0.203573	0.511756	
RPRD1B	0.0698605	0.206856	
XPNPEP1	0.680658	0.247955	
BIRC6	0.134474	0.060438	
DDX21	0.147217	0.189189	
SAR1B	-0.836618	0.486299	
NANS	0.348385	0.335664	
AAAS	-0.190053	0.220366	
AASDHPPT	-0.0896861	0.291197	
VPS45	0.0780468	0.190961	
PNO1	0.233592	0.17549	
PHPT1	0.685961	0.778574	
HELLS	-0.15298	0.155374	
CREBZF	-0.0560621	0.0322723	
KIF15	-0.236372	0.239328	
RAD18	-0.178413	0.273831	
FARSB	0.160709	0.541312	
BRWD1	0.257149	0.155581	
KLC4	0.688712	1.06378	
DIAPH3	-0.227654	0.332509	
ATG3	0.339807	0.387796	
PDS5B	-0.738873	0.365852	
SMC4	-0.261993	1.19197	
SACM1L	0.418648	0.206263	
OLA1	0.453071	0.564053	
RBM12	0.312692	0.65481	
TCP11L1	-0.267215	0.999886	
LIN7C	0.177416	0.18203	
TXLNG	0.248423	0.377571	
FAM49B	0.24784	0.217912	
DDX19A	-0.747808	0.4953	
EXOC1	-0.352399	0.48637	
INTS9	0.517644	0.365272	
NDFIP2	-0.682858	0.730677	
	-0.368766	0.77127	
MED17	-0.0104561	0.0122618	
TBC1D13	0.199002	0.101179	
DNAJC11	-0.504194	0.55884	
INTS7	0.0188929	0.00820733	
FANCI	0.053498	0.0679397	
ARL8B	0.491519	0.292775	
ASUN	-0.351123	0.159178	
GNL3L	0.823147	0.649928	
KLHL11	0.111793	0.0967573	
POLR3B	0.115801	0.0561149	
RBM28	-0.626209	0.136334	
RNF216	0.140905	0.663883	
ZNHIT6	-0.350158	0.272651	
CUEDC1	0.0248833	0.00675402	
BABAM1	0.647631	0.162283	
ASB6	-0.912732	0.473707	
C4orf27	-0.0338052	0.0962994	
DDIT4	0.381031	0.244372	
MARCH5	-0.28164	0.244121	
MIOS	0.28206	0.400418	
DCAF16	-0.218506	0.298869	
THUMPD1	-0.345111	0.201576	
TRMT1	-0.40833	0.336348	
GDAP2	-0.221158	0.204467	
BRE	-0.108782	0.0810044	
ARL15	0.95098	0.815495	
DNAJB12	0.192738	0.293913	
AATF	-0.085467	0.04707	
DDX56	-0.464476	0.300558	
TERF2IP	-0.26873	0.0601331	
BCLAF1	0.0907529	0.0651713	
UTP6	0.333722	0.708709	
TAB2	0.160413	0.17154	
TMOD3	-0.807534	0.335337	
UGGT1	-0.0068779	0.00991441	
ACTR10	-0.290535	0.142399	
PODXL2	0.294952	0.445935	
FAM120A	-0.509415	1.15862	
IGF2BP1	0.0880636	0.147703	
HSPBP1	0.380073	0.311855	
MAT2B	0.699531	0.340701	
ITSN2	-0.10406	0.0701792	
CALML5	0.00624339	0.00357705	
MPP6	-0.495557	0.622443	
HACD3	-0.438758	0.188216	
RAI14	-0.201717	0.953124	
VAPA	-0.237923	0.365669	
H2AFY2	-0.333159	0.281619	
TMEM9	0.21993	0.118952	
CALCOCO1	0.0563062	0.0371479	
VPS18	0.386777	0.560732	
RCC2	0.836454	0.594746	
KIAA1468	-0.18088	0.387082	
DIP2B	0.780825	0.46954	
BCCIP	0.100749	0.262975	
CTTNBP2NL	-0.390844	0.160522	
RRBP1	-0.0338599	0.0345418	
ANKIB1	-0.0178521	0.0152711	
CPSF2	0.247797	0.657975	
LARS	-0.218359	0.829127	
CGN	-0.240472	0.2939	
KLHL13	-0.158441	0.209508	
ANKFY1	0.0642713	0.157461	
WRAP73	0.531575	0.73536	
STX18	0.380335	0.576643	
UVRAG	-0.350301	0.450982	
ATXN10	0.0190601	0.09167	
TFIP11	0.136909	0.343016	
EPS15L1	-0.465	1.08399	
ORC3	0.916653	0.664885	
SAE1	0.0447197	0.157105	
COPG2	-0.412711	0.604407	
COMMD3	0.240219	0.149427	
HDAC6	0.553943	0.365063	
METTL1	-0.795044	0.3023	
DNAJB11	-0.513311	0.173536	
RNF14	0.323327	1.01885	
UBA2	-0.415725	0.174498	
POLK	0.529186	0.191681	
CTNNAL1	0.205977	0.345243	
NXF1	0.704706	0.644797	
ZMYM2	-0.0102787	0.0222374	
COPS7A	0.168023	0.691164	
ZNF282	0.168116	0.0795193	
VTI1B	0.0136795	0.0218572	
ADD3	0.396908	0.16841	
LRWD1	-0.425283	0.169731	
SLC23A2	0.650346	0.553346	
ZRANB1	0.102653	0.0595131	
TUBGCP4	-0.805622	0.519493	
KDM5B	0.00835355	0.0302519	
DMBT1	0.13822	0.101178	
	0.938633	0.397075	
SWAP70	0.195	0.71625	
SUN2	-0.0801601	0.0650749	
SRP68	0.319569	0.669563	
CHORDC1	-0.979912	0.354922	
TBK1	0.634862	0.504366	
	0.287144	0.537949	
PCYOX1	0.636906	1.00008	
USP25	-0.452676	0.625057	
CYB5R1	-0.37444	0.233042	
BAIAP2L1	0.150719	0.0889793	
SAP30BP	0.608734	0.580636	
PFDN2	0.136017	0.0462435	
GPN3	0.498666	0.157469	
SLC12A4	-0.0938047	0.095296	
PUF60	-0.0723597	0.0889327	
NRBP1	0.532487	0.799403	
EIF2B4	-0.56035	0.729093	
ATP6V1H	0.477947	0.594591	
IPO11	0.509726	0.690729	
CPA4	0.552899	0.391521	
XPO7	-0.204899	0.396361	
VPS51	0.174658	0.275515	
BAZ1B	-0.496733	0.211315	
CNOT7	-0.0452258	0.0292594	
RABGEF1	-0.190272	0.342295	
TRMT6	-0.682466	0.300376	
HOOK1	-0.147888	0.345372	
KLHL21	-0.710194	0.585422	
DDX41	0.273768	0.320137	
DCTN4	-0.84898	0.343002	
CDC23	0.384728	0.201979	
ANAPC7	0.0842387	0.0593051	
ANAPC5	0.0430609	0.0263964	
ANAPC4	-0.0174217	0.0208927	
ANAPC2	-0.0647093	0.0960485	
GGA2	-0.27028	0.149847	
GGA1	-0.250406	0.302202	
FAM208A	-0.104533	0.443754	
FBXO3	0.268592	0.0967298	
CPSF3	-0.0172895	0.0260629	
APPL1	0.10022	0.191918	
NUDT5	0.0606302	0.110315	
RCOR1	0.139292	0.221517	
RALY	0.0626221	0.148419	
GTF3C4	0.261963	0.693355	
NUP50	0.284106	0.262446	
BAG5	-0.505966	0.256634	
RAB21	0.732092	0.297867	
MED23	0.210775	0.115775	
YEATS2	-0.962533	0.816905	
NDRG4	0.703714	0.388002	
HECTD1	-0.185373	0.37188	
CORO1C	0.3968	0.476014	
NOTCH3	-0.0966053	0.0428855	
MYO6	-0.335994	0.539733	
UBQLN1	-0.345542	0.810725	
L1RE1	-0.549903	0.316204	
G3BP2	-0.86038	0.327363	
STUB1	-0.00435003	0.0109612	
PACSIN2	0.0912844	0.189445	
PSMD13	-0.226742	0.601734	
TIMELESS	-0.150797	0.215559	
COPS3	0.261197	0.320181	
MINPP1	-0.254822	0.0872577	
TTF2	-0.95938	0.974312	
COG5	-0.0648734	0.140913	
MACF1	-0.420294	1.05278	
TRIM33	-0.219761	0.265026	
EXOC7	-0.23598	0.509285	
USP24	-0.109475	0.0631901	
SRRM2	0.0769761	0.0393856	
PA2G4	0.0537993	0.128967	
CHMP2B	0.340218	0.230403	
ZNF148	0.0872478	0.13608	
GNE	0.0802911	0.475479	
C14orf166	0.313133	0.28793	
RUVBL2	-0.149521	0.613303	
CDYL	0.169428	0.106092	
EIF3L	0.0729879	0.111502	
PLAA	-0.164972	0.118556	
RUVBL1	-0.294586	0.729999	
NUDC	0.434976	0.123158	
FARSA	-0.406201	0.394803	
ITM2B	-0.889631	0.268194	
SLC5A6	-0.650823	0.483135	
DRG1	-0.046093	0.0936223	
NCKAP1	0.00747871	0.00828762	
EXOC6B	0.118036	0.154976	
SSX2IP	-0.513037	0.478023	
POFUT2	-0.297601	0.289921	
DNAJC16	0.214968	0.0813357	
NISCH	-0.363633	0.324499	
EPB41L3	0.0310033	0.0690067	
DIS3	-0.0727317	0.0526711	
DDX52	-0.142925	0.226568	
AP3M1	-0.0192871	0.0139332	
COG6	0.271814	0.171086	
WBP11	-0.40049	1.13642	
TDRKH	0.109882	0.0405357	
NOP58	-0.905258	0.662677	
GIT1	-0.680914	1.09729	
SUGT1	0.578242	1.10131	
AAR2	0.239367	0.649422	
TMX2	0.623018	0.814957	
LSM2	0.241201	0.0962919	
SH3GLB1	-0.0153891	0.0298838	
CAB39	-0.00678507	0.0131989	
UBE2J1	0.174787	0.497328	
UTP11L	0.0261593	0.0187	
SBDS	0.108273	0.0250427	
SF3B6	-0.00997035	0.0156964	
REXO2	-0.262146	0.467877	
RRP15	0.413321	0.547507	
RNF11	0.702033	0.272452	
PTRH2	-0.180197	0.519604	
STRAP	-0.208518	0.50849	
RTCB	0.597282	1.04954	
FBXO7	0.032437	0.147064	
NOC2L	-0.955102	0.791204	
SAMHD1	-0.173782	0.768531	
HBS1L	0.0974744	0.322702	
SALL2	-0.110217	0.237846	
TLN1	-0.331369	1.07225	
KIF3A	-0.262135	0.34512	
RAD54L2	0.501265	1.20069	
VPRBP	-0.0864697	0.0534718	
KDM3A	0.17893	0.133966	
TCAF1	-0.0608756	0.0629595	
RBM19	-0.931814	0.946566	
DAAM1	-0.443497	0.737244	
USP15	-0.539663	0.717796	
TRAF6	0.125115	0.417601	
HYOU1	-0.255035	1.27541	
TELO2	-0.128479	0.193445	
LAS1L	-0.0565147	0.0427789	
ARIH1	0.143125	0.475913	
ASB3	-0.134524	0.067302	
NUB1	0.176732	0.390802	
YTHDF2	0.212283	0.11392	
PAXBP1	-0.540187	0.297492	
SUPT16H	0.132748	0.352946	
UTP18	0.107656	0.209585	
UCHL5	-0.0079333	0.0244724	
CD2AP	-0.105518	0.171185	
ATP6V1D	-0.226832	0.166907	
TNPO3	-0.00180435	0.00200657	
TIMM13	-0.804693	0.57559	
SRPRB	-0.223879	0.496343	
GTF3C3	0.0594317	0.149581	
CDC42BPB	-0.132441	0.292372	
RBM8A	-0.608117	0.805484	
MAGED1	-0.0786069	0.105774	
SNX8	0.542193	0.489379	
SNX5	0.0614376	0.0930062	
NUBP2	0.209485	0.332674	
MRFAP1	-0.0976397	0.131825	
PSAT1	-0.0459054	0.0549895	
SLC12A7	-0.139233	0.419513	
COPG1	-0.055095	0.134425	
AUP1	0.136157	0.459244	
CLIC4	0.0397682	0.126325	
CFAP20	-0.683773	0.632401	
TACC3	-0.962149	0.452695	
MAD1L1	0.0973606	0.0347599	
STK24	0.540422	0.530691	
BZW2	0.210253	0.273219	
DYNC1LI1	-0.513299	1.03843	
EPN1	0.140019	0.150579	
IKBKG	0.308867	0.725519	
IGF2BP2	0.132457	0.220997	
CSNK1G3	0.151533	0.222518	
SLC4A7	0.706101	0.207336	
WASF2	0.289019	0.711597	
IVNS1ABP	0.727599	0.352059	
